BE Number,BE Date,HSN CODE,Product Description,IEC,Indian Company,ADDRESS1,CITY,Pin Code,Indian Port,MODE,Foreign Company,Supplier_Address,Shipment_Port_Code,Shipment_Port,Foreign Country,Quantity,UQC,Invoice_Unit_Price_FOREIGN CURRENCY,Total assess value in Foreign currency,INVOICE_CURRENCY,Unit_Price in INR,Amount (INR),Total_Duty_Paid,CHA_Number,CHA_Name,BE_Type
7118984,1/18/2022,29336910,CYANURIC CHLORIDE 99.5% MIN QTY 540 DRUM,APBPD0155R,ZUHHAD INTERNATIONAL,"TIMES SQUARE  BLDG 7,8 TH FLR,WEST  ERN EXPRESS HIGHWAY","ANDHERI EAST,MAHARASHTRA",400069,NHAVA SHEVA SEA (INNSA1),SEA,ZHEJIANG LINK CHEMICALS CO LTD,NA,NA,NA,CHINA,"27,000",KGS,5,"125,010",USD,349,"9,425,754","2,614,233",NA,NA,House Consumption
7120115,1/18/2022,29336990,CYANURIC CHLORIDE,0898002168,KHYATI CHEMICALS PVT LTD,"201-203, THE ONE42 BUILDING, 2ND FL  OPP. JAYANTILAL PARK BRTS, AMBALI-B",AHMEDABAD,380058,AHEMDABAD ICD (INSBI6),ICD,"HEBEI SHANLI CHEMICAL CO.,LTD.",NA,NA,NA,CHINA,"15,000",KGS,4,"57,225",USD,288,"4,314,765","873,093",NA,NA,House Consumption
7130395,1/18/2022,29336990,CYANURIC CHLORIDE,AABCA2919G,HINDPRAKASH CHEMICALS PRIVATE LIMITED,"101 HINDPRAKASH HOUSE PLOT 10-6,VA  TVA AHMEDABAD 382445","AHMEDABAD,GUJARAT",382445,AHEMDABAD ICD (INSBI6),ICD,DALIAN CHEM IMP & EXP GROUP CO. LTD.,NA,NA,NA,CHINA,"15,000",KGS,4,"65,250",USD,328,"4,919,850","995,532",NA,NA,House Consumption
7134868,1/19/2022,29336910,CYANURIC CHLORIDE 99.5% MIN,0388026049,ESKAY DYESTUFFS AND ORGANIC CHEMICALS PVT LTD,"2ND FLOOR, 22D WADIA BUILDINGS,  S A BRELVI ROAD, FORT,",MUMBAI,400001,NHAVA SHEVA SEA (INNSA1),SEA,YNNOVATE SANZHENG(YINGKOU) FINE CHEMICALS CO. LTD,NA,NA,NA,CHINA,"20,000",KGS,4,"88,000",USD,332,"6,635,200","1,840,273",NA,NA,House Consumption
7143390,1/19/2022,29336910,CYANURIC CHLORIDE 99.5% MIN,0893012289,COLOURTEX INDUSTRIES PRIVATE LIMITED,"SURVEY NO. 80., G.I.D.C.,  PANDESARA Contact No: 919909974457",SURAT,394221,HAZIRA PORT SURAT (INHZA1),SEA,"Ynnovate Sanzheng (Yingkou) Fine Chemicals Co.,Ltd",NA,NA,NA,CHINA,"18,000",KGS,4,"73,800",USD,309,"5,564,520","1,125,981",NA,NA,House Consumption
7134462,1/19/2022,29336910,CYANURIC CHLORIDE 99.5% MIN.,0388026049,ESKAY DYESTUFFS AND ORGANIC CHEMICALS PVT LTD,"2ND FLOOR, 22D WADIA BUILDINGS,  S A BRELVI ROAD, FORT,",MUMBAI,400001,NHAVA SHEVA SEA (INNSA1),SEA,YNNOVATE SANZHENG(YINGKOU) FINE CHEMICALS CO. LTD,NA,NA,NA,CHINA,"20,000",KGS,4,"88,000",USD,332,"6,635,200","1,840,273",NA,NA,House Consumption
7135209,1/19/2022,29336910,CYANURIC CHLORIDE 99.5% MIN.,0388026049,ESKAY DYESTUFFS AND ORGANIC CHEMICALS PVT LTD,"2ND FLOOR, 22D WADIA BUILDINGS,  S A BRELVI ROAD, FORT,",MUMBAI,400001,NHAVA SHEVA SEA (INNSA1),SEA,YNNOVATE SANZHENG(YINGKOU) FINE CHEMICALS CO. LTD,NA,NA,NA,CHINA,"20,000",KGS,4,"82,000",USD,309,"6,182,800","1,714,800",NA,NA,House Consumption
7136857,1/19/2022,29336990,CYANURIC CHLORIDE 99.5% MIN.,0894009087,MARUTI MULTICHEM PRIVATE LIMITED,"C - 1/1211, PHASE IV, B/H GAYATRI,  TEMPLE, GIDC ESTATE , NARODA","AHMEDABAD,GUJARAT",382330,AHEMDABAD ICD (INSBI6),ICD,"YNNOVATE SANZHENG (YINGKOU) FINE CHEMICALS CO.,LTD",NA,NA,NA,CHINA,"1,871",KGS,5,"8,979",USD,362,"677,004","187,767",NA,NA,House Consumption
7136857,1/19/2022,29336990,CYANURIC CHLORIDE 99.5% MIN.,0894009087,MARUTI MULTICHEM PRIVATE LIMITED,"C - 1/1211, PHASE IV, B/H GAYATRI,  TEMPLE, GIDC ESTATE , NARODA","AHMEDABAD,GUJARAT",382330,AHEMDABAD ICD (INSBI6),ICD,"YNNOVATE SANZHENG (YINGKOU) FINE CHEMICALS CO.,LTD",NA,NA,NA,CHINA,"13,129",KGS,5,"63,021",USD,362,"4,751,796","961,526",NA,NA,House Consumption
7144099,1/19/2022,29336990,CYANURIC CHLORIDE,0898002168,KHYATI CHEMICALS PVT LTD,"201-203, THE ONE42 BUILDING, 2ND FL  OPP. JAYANTILAL PARK BRTS, AMBALI-B",AHMEDABAD,380058,AHEMDABAD ICD (INSBI6),ICD,"HEBEI SHANLI CHEMICAL CO.,LTD.",NA,NA,NA,CHINA,"15,000",KGS,4,"57,225",USD,288,"4,314,765","873,093",NA,NA,House Consumption
7144102,1/19/2022,29336990,CYANURIC CHLORIDE,0898002168,KHYATI CHEMICALS PVT LTD,"201-203, THE ONE42 BUILDING, 2ND FL  OPP. JAYANTILAL PARK BRTS, AMBALI-B",AHMEDABAD,380058,AHEMDABAD ICD (INSBI6),ICD,"HEBEI SHANLI CHEMICAL CO.,LTD.",NA,NA,NA,CHINA,"30,000",KGS,4,"114,450",USD,288,"8,629,530","1,746,185",NA,NA,House Consumption
7143445,1/19/2022,29336990,CYANURIC CHLORIDE,0893014974,ATEXT CHEMICAL INDUSTRIES,"PLOT NO.C-1/5638,GIDC., PHASE-II,,  NR.TALAV VINZOL ROAD,VATVA,","AHMEDABAD,GUJARAT",382445,AHEMDABAD ICD (INSBI6),ICD,LEVACHEM CO LIMITED,NA,NA,NA,CHINA,"13,000",KGS,5,"67,600",USD,401,"5,215,340",0,NA,NA,X-Bond Shipment
7134976,1/19/2022,29336910,CYANURIC CHLORIDE QUAL.F,0893016012,MEGHMANI INDUSTRIES LIMITED,"PLOT NO 25,26A,26B & 27 PHASE I,,G  IDC INDUSTRIAL ESTATE VATVA","AHMEDABAD,GUJARAT",382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,EVONIK OPERATIONS GMBH,NA,NA,NA,GERMANY,"15,000",KGS,1,"20,850",USD,115,"1,732,200","480,426",NA,NA,Warehouse Shipment
7134976,1/19/2022,29336910,CYANURIC CHLORIDE QUAL.F,0893016012,MEGHMANI INDUSTRIES LIMITED,"PLOT NO 25,26A,26B & 27 PHASE I,,G  IDC INDUSTRIAL ESTATE VATVA","AHMEDABAD,GUJARAT",382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,EVONIK OPERATIONS GMBH,NA,NA,NA,GERMANY,"15,000",KGS,1,"20,850",USD,115,"1,732,200","480,426",NA,NA,Warehouse Shipment
7134976,1/19/2022,29336910,CYANURIC CHLORIDE QUAL.F,0893016012,MEGHMANI INDUSTRIES LIMITED,"PLOT NO 25,26A,26B & 27 PHASE I,,G  IDC INDUSTRIAL ESTATE VATVA","AHMEDABAD,GUJARAT",382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,EVONIK OPERATIONS GMBH,NA,NA,NA,GERMANY,"15,000",KGS,1,"20,850",USD,115,"1,732,200","480,426",NA,NA,Warehouse Shipment
7152684,1/20/2022,29336990,CYANURIC CHLORIDE 99.5% MIN. AS PER INVOICE,0817509593,MCFILLS ENTERPRISES PRIVATE LIMITED,"501, 5TH FLOOR, SHIKHAR COMPLEX,,N  R.RLY. CROSSING, NAVRANGPURA,","AHMEDABAD,GUJARAT",380009,AHEMDABAD ICD (INSBI6),ICD,"YNNOVATE SANZHENG (YINGKOU) FINE CHEMICALS CO.,LTD",NA,NA,NA,CHINA,"20,000",KGS,5,"95,600",USD,360,"7,208,240","1,458,587",NA,NA,House Consumption
7158804,1/20/2022,29336910,CYANURIC CHLORIDE 99.5% MIN,0893012289,COLOURTEX INDUSTRIES PRIVATE LIMITED,"SURVEY NO. 80., G.I.D.C.,  PANDESARA Contact No: 919909974457",SURAT,394221,HAZIRA PORT SURAT (INHZA1),SEA,"Ynnovate Sanzheng (Yingkou) Fine Chemicals Co.,Ltd",NA,NA,NA,CHINA,"40,000",KGS,4,"164,000",USD,309,"12,365,600","3,429,599",NA,NA,House Consumption
7163961,1/20/2022,29336990,CYANURIC CHLORIDE,3499002621,GULBRANDSEN CHEMICALS PRIVATE LIMITED,"ON COASTAL HIGHWAY  VILL.MUJPUR, TAL. PADRA, Contact No",DIST VADODARA,391440,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI CHENGXIN CO.,LTD.",NA,NA,NA,CHINA,11,MT,"5,100","57,375",USD,"384,540","4,326,075","842,936",NA,NA,House Consumption
7155073,1/20/2022,29336990,CYANURIC CHLORIDE,0388046295,DEEPAK NITRITE LIMITED,AADITYA-1  CHHANI ROAD Contact No: 91987953404,VADODARA,390024,HAZIRA PORT SURAT (INHZA1),SEA,YNNOVATE SANZHENG (YINGKOU) FINE CHEMICAL CO.LTD,NA,NA,NA,CHINA,36,MT,"4,100","147,600",USD,"309,140","11,129,040","2,251,961",NA,NA,House Consumption
7156060,1/20/2022,29336990,CYANURIC CHLORIDE,0388046295,DEEPAK NITRITE LIMITED,AADITYA-1  CHHANI ROAD Contact No: 91987953404,VADODARA,390024,HAZIRA PORT SURAT (INHZA1),SEA,YNNOVATE SANZHENG (YINGKOU) FINE CHEMICAL CO.LTD,NA,NA,NA,CHINA,36,MT,"4,100","147,600",USD,"309,140","11,129,040","2,251,961",NA,NA,House Consumption
7175132,1/21/2022,29336990,CYANURIC CHLORIDE 99.5 % MIN,0888017031,JAY CHEMICAL INDUSTRIES PRIVATE LIMITED,JAY HOUSE PANCHWATI CIRCLE  AMBAWADI Contact No: 919099944187,AHMEDABAD,380006,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,M/S. YNNOVATE SANZHENG (YINGKOU) FI,NA,NA,NA,CHINA,"12,455",KGS,4,"54,803",USD,331,"4,126,663","835,030",NA,NA,House Consumption
7175132,1/21/2022,29336990,CYANURIC CHLORIDE 99.5 % MIN,0888017031,JAY CHEMICAL INDUSTRIES PRIVATE LIMITED,JAY HOUSE PANCHWATI CIRCLE  AMBAWADI Contact No: 919099944187,AHMEDABAD,380006,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,M/S. YNNOVATE SANZHENG (YINGKOU) FI,NA,NA,NA,CHINA,"5,545",KGS,4,"24,397",USD,331,"1,837,097","371,737",NA,NA,House Consumption
7170149,1/21/2022,29336990,CYANURIC CHLORIDE,0888017031,JAY CHEMICAL INDUSTRIES PRIVATE LIMITED,JAY HOUSE PANCHWATI CIRCLE  AMBAWADI Contact No: 919099944187,AHMEDABAD,380006,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,M/S. HEBEI SHANLI CHEMICAL CO. LTD.,NA,NA,NA,CHINA,"36,000",KGS,2,"86,400",USD,181,"6,505,920","1,316,473",NA,NA,House Consumption
7170694,1/21/2022,29336990,CYANURIC CHLORIDE,0888017031,JAY CHEMICAL INDUSTRIES PRIVATE LIMITED,JAY HOUSE PANCHWATI CIRCLE  AMBAWADI Contact No: 919099944187,AHMEDABAD,380006,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,M/S. HEBEI SHANLI CHEMICAL CO. LTD.,NA,NA,NA,CHINA,"54,000",KGS,5,"259,200",USD,361,"19,517,760","3,949,419",NA,NA,House Consumption
7173201,1/21/2022,29336990,CYANURIC CHLORIDE,0888017031,JAY CHEMICAL INDUSTRIES PRIVATE LIMITED,JAY HOUSE PANCHWATI CIRCLE  AMBAWADI Contact No: 919099944187,AHMEDABAD,380006,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,M/S. HEBEI SHANLI CHEMICAL CO. LTD.,NA,NA,NA,CHINA,"54,000",KGS,5,"259,200",USD,361,"19,517,760","3,949,419",NA,NA,House Consumption
7186721,1/22/2022,29336990,CYANURIC CHLORIDE 99.5 % MIN,0888017031,JAY CHEMICAL INDUSTRIES PRIVATE LIMITED,JAY HOUSE PANCHWATI CIRCLE  AMBAWADI Contact No: 919099944187,AHMEDABAD,380006,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,M/S YNNOVATE SANZHENG (YINGKOU) FIN,NA,NA,NA,CHINA,"18,000",KGS,4,"79,200",USD,331,"5,963,760","1,206,767",NA,NA,House Consumption
7186411,1/22/2022,29336990,CYANURIC CHLORIDE,0898002168,KHYATI CHEMICALS PVT LTD,"201-203, THE ONE42 BUILDING, 2ND FL  OPP. JAYANTILAL PARK BRTS, AMBALI-B",AHMEDABAD,380058,AHEMDABAD ICD (INSBI6),ICD,"HEBEI SHANLI CHEMICAL CO.,LTD.",NA,NA,NA,CHINA,"15,000",KGS,4,"57,225",USD,287,"4,309,043","871,935",NA,NA,House Consumption
7186450,1/22/2022,29336990,CYANURIC CHLORIDE,0898002168,KHYATI CHEMICALS PVT LTD,"201-203, THE ONE42 BUILDING, 2ND FL  OPP. JAYANTILAL PARK BRTS, AMBALI-B",AHMEDABAD,380058,AHEMDABAD ICD (INSBI6),ICD,"HEBEI SHANLI CHEMICAL CO.,LTD.",NA,NA,NA,CHINA,"30,000",KGS,4,"114,450",USD,287,"8,618,085","1,743,870",NA,NA,House Consumption
7199003,1/23/2022,29336910,CYANURIC CHLORIDE,0313041890,ARCHROMA INDIA PRIVATE LIMITED,"9TH FLOOR, BUILDING-D,MBC PARK,GHO  DBUNDER ROAD,KASARVADAVALI,","THANE WEST,MAHARASHTRA",400615,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI SHANLI CHEMICAL CO., LTD",NA,NA,NA,CHINA,"15,000",KGS,4,"60,450",USD,303,"4,551,885","1,262,465",NA,NA,Warehouse Shipment
7199005,1/23/2022,29336910,CYANURIC CHLORIDE,0313041890,ARCHROMA INDIA PRIVATE LIMITED,"9TH FLOOR, BUILDING-D,MBC PARK,GHO  DBUNDER ROAD,KASARVADAVALI,","THANE WEST,MAHARASHTRA",400615,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI SHANLI CHEMICAL CO., LTD",NA,NA,NA,CHINA,"15,000",KGS,4,"60,450",USD,303,"4,551,885","1,262,465",NA,NA,Warehouse Shipment
7199006,1/23/2022,29336910,CYANURIC CHLORIDE,0313041890,ARCHROMA INDIA PRIVATE LIMITED,"9TH FLOOR, BUILDING-D,MBC PARK,GHO  DBUNDER ROAD,KASARVADAVALI,","THANE WEST,MAHARASHTRA",400615,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI SHANLI CHEMICAL CO., LTD",NA,NA,NA,CHINA,"15,000",KGS,4,"60,450",USD,303,"4,551,885","1,262,465",NA,NA,Warehouse Shipment
7199007,1/23/2022,29336910,CYANURIC CHLORIDE,0313041890,ARCHROMA INDIA PRIVATE LIMITED,"9TH FLOOR, BUILDING-D,MBC PARK,GHO  DBUNDER ROAD,KASARVADAVALI,","THANE WEST,MAHARASHTRA",400615,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI SHANLI CHEMICAL CO., LTD",NA,NA,NA,CHINA,"15,000",KGS,4,"60,450",USD,303,"4,551,885","1,262,465",NA,NA,Warehouse Shipment
7199140,1/23/2022,29336910,CYANURIC CHLORIDE,0313041890,ARCHROMA INDIA PRIVATE LIMITED,"9TH FLOOR, BUILDING-D,MBC PARK,GHO  DBUNDER ROAD,KASARVADAVALI,","THANE WEST,MAHARASHTRA",400615,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI SHANLI CHEMICAL CO., LTD",NA,NA,NA,CHINA,"15,000",KGS,4,"60,450",USD,303,"4,551,885","1,262,465",NA,NA,Warehouse Shipment
7199141,1/23/2022,29336910,CYANURIC CHLORIDE,0313041890,ARCHROMA INDIA PRIVATE LIMITED,"9TH FLOOR, BUILDING-D,MBC PARK,GHO  DBUNDER ROAD,KASARVADAVALI,","THANE WEST,MAHARASHTRA",400615,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI SHANLI CHEMICAL CO., LTD",NA,NA,NA,CHINA,"15,000",KGS,4,"60,450",USD,303,"4,551,885","1,262,465",NA,NA,Warehouse Shipment
7199142,1/23/2022,29336910,CYANURIC CHLORIDE,0313041890,ARCHROMA INDIA PRIVATE LIMITED,"9TH FLOOR, BUILDING-D,MBC PARK,GHO  DBUNDER ROAD,KASARVADAVALI,","THANE WEST,MAHARASHTRA",400615,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI SHANLI CHEMICAL CO., LTD",NA,NA,NA,CHINA,"15,000",KGS,4,"60,450",USD,303,"4,551,885","1,262,465",NA,NA,Warehouse Shipment
7199244,1/23/2022,29336910,CYANURIC CHLORIDE,0313041890,ARCHROMA INDIA PRIVATE LIMITED,"9TH FLOOR, BUILDING-D,MBC PARK,GHO  DBUNDER ROAD,KASARVADAVALI,","THANE WEST,MAHARASHTRA",400615,NHAVA SHEVA SEA (INNSA1),SEA,"HEBEI SHANLI CHEMICAL CO., LTD",NA,NA,NA,CHINA,"15,000",KGS,4,"60,450",USD,303,"4,551,885","1,262,465",NA,NA,Warehouse Shipment
7206355,1/24/2022,29336990,CYANURIC CHLORIDE 99.5% MIN.,0808014111,LONSEN KIRI CHEMICAL INDUSTRIES LIMITED,"7TH FLOOR HASUBNHAI CHAMBER OPP-,T  OWN HALL , ELLISBRIDGE","AHMEDABAD,GUJARAT",380006,AHEMDABAD ICD (INSBI6),ICD,"YNNOVATE SANZHENG(YINGKOU)FINE CHEMICALS CO., LTD.",NA,NA,NA,CHINA,20,MT,"4,400","88,000",USD,"331,320","6,626,400",0,NA,NA,House Consumption
7208174,1/24/2022,29336990,CYANURIC CHLORIDE 99.5% MIN.,0808014111,LONSEN KIRI CHEMICAL INDUSTRIES LIMITED,"7TH FLOOR HASUBNHAI CHAMBER OPP-,T  OWN HALL , ELLISBRIDGE","AHMEDABAD,GUJARAT",380006,AHEMDABAD ICD (INSBI6),ICD,"YNNOVATE SANZHENG(YINGKOU)FINE CHEMICALS CO., LTD.",NA,NA,NA,CHINA,20,MT,"4,400","88,000",USD,"331,320","6,626,400",0,NA,NA,House Consumption
7220087,1/25/2022,29336990,CYANURIC CHLORIDE 99.5% MIN. AS PER INVOICE,0817509593,MCFILLS ENTERPRISES PRIVATE LIMITED,"501, 5TH FLOOR, SHIKHAR COMPLEX,,N  R.RLY. CROSSING, NAVRANGPURA,","AHMEDABAD,GUJARAT",380009,AHEMDABAD ICD (INSBI6),ICD,"YNNOVATE SANZHENG (YINGKOU) FINE CHEMICALS CO.,LTD",NA,NA,NA,CHINA,"20,000",KGS,5,"95,600",USD,360,"7,198,680","1,456,653",NA,NA,House Consumption
7226437,1/25/2022,29336910,CYANURIC CHLORIDE 99.5% MIN.,0807006211,D. K. DYES & CHEMICALS,"OFFICE # 608 SHIROMANI COMPLEX  NR.NEHRU NAGAR, SATTELITE",AHMEDABAD,380015,AHEMDABAD ICD (INSBI6),ICD,YANNOVATE SANZHENG (YINGKOU) FINE C,NA,NA,NA,CHINA,13,MT,"4,800","63,002",USD,"361,440","4,744,081","959,965",NA,NA,House Consumption
7226437,1/25/2022,29336910,CYANURIC CHLORIDE 99.5% MIN.,0807006211,D. K. DYES & CHEMICALS,"OFFICE # 608 SHIROMANI COMPLEX  NR.NEHRU NAGAR, SATTELITE",AHMEDABAD,380015,AHEMDABAD ICD (INSBI6),ICD,YANNOVATE SANZHENG (YINGKOU) FINE C,NA,NA,NA,CHINA,2,MT,"4,800","8,998",USD,"361,440","677,519","187,910",NA,NA,House Consumption
7225153,1/25/2022,29336990,CYANURIC CHLORIDE,0388046295,DEEPAK NITRITE LIMITED,AADITYA-1  CHHANI ROAD Contact No: 91987953404,VADODARA,390024,HAZIRA PORT SURAT (INHZA1),SEA,YNNOVATE SANZHENG (YINGKOU) FINE CHEMICAL CO.LTD,NA,NA,NA,CHINA,36,MT,"4,200","151,200",USD,"316,260","11,385,360","2,303,828",NA,NA,House Consumption
7225838,1/25/2022,29336990,CYANURIC CHLORIDE,0388046295,DEEPAK NITRITE LIMITED,AADITYA-1  CHHANI ROAD Contact No: 91987953404,VADODARA,390024,HAZIRA PORT SURAT (INHZA1),SEA,YNNOVATE SANZHENG (YINGKOU) FINE CHEMICAL CO.LTD,NA,NA,NA,CHINA,36,MT,"4,200","151,200",USD,"316,260","11,385,360","2,303,828",NA,NA,House Consumption
7227464,1/25/2022,29336990,CYANURIC CHLORIDE,0388046295,DEEPAK NITRITE LIMITED,AADITYA-1  CHHANI ROAD Contact No: 91987953404,VADODARA,390024,HAZIRA PORT SURAT (INHZA1),SEA,YNNOVATE SANZHENG (YINGKOU) FINE CHEMICAL CO.LTD,NA,NA,NA,CHINA,36,MT,"4,200","151,200",USD,"316,260","11,385,360","2,303,828",NA,NA,House Consumption
7237626,1/26/2022,29336910,CYANURIC CHLORIDE QUAL.F,0893016012,MEGHMANI INDUSTRIES LIMITED,"PLOT NO 25,26A,26B & 27 PHASE I,,G  IDC INDUSTRIAL ESTATE VATVA","AHMEDABAD,GUJARAT",382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,EVONIK OPERATIONS GMBH,NA,NA,NA,GERMANY,"15,000",KGS,1,"20,850",USD,117,"1,752,300","486,001",NA,NA,Warehouse Shipment
7246921,1/27/2022,29336990,CYANURIC CHLORIDE,0898002168,KHYATI CHEMICALS PVT LTD,"201-203, THE ONE42 BUILDING, 2ND FL  OPP. JAYANTILAL PARK BRTS, AMBALI-B",AHMEDABAD,380058,AHEMDABAD ICD (INSBI6),ICD,"YNNOVATE SANZHENG (YINGKOU) FINE CHEMICAL CO., LTD",NA,NA,NA,CHINA,"30,000",KGS,5,"139,500",USD,350,"10,504,350","2,125,555",NA,NA,House Consumption
7247671,1/27/2022,29336990,CYANURIC CHLORIDE,0898002168,KHYATI CHEMICALS PVT LTD,"201-203, THE ONE42 BUILDING, 2ND FL  OPP. JAYANTILAL PARK BRTS, AMBALI-B",AHMEDABAD,380058,AHEMDABAD ICD (INSBI6),ICD,"HEBEI SHANLI CHEMICAL CO.,LTD.",NA,NA,NA,CHINA,"30,000",KGS,4,"114,450",USD,287,"8,618,085","1,743,870",NA,NA,House Consumption
7246012,1/27/2022,29336990,CYANURIC CHLORIDE,0388046295,DEEPAK NITRITE LIMITED,AADITYA-1  CHHANI ROAD Contact No: 91987953404,VADODARA,390024,HAZIRA PORT SURAT (INHZA1),SEA,YNNOVATE SANZHENG (YINGKOU) FINE CHEMICAL CO.LTD,NA,NA,NA,CHINA,36,MT,"4,100","147,600",USD,"308,730","11,114,280","2,248,975",NA,NA,House Consumption
7242989,1/27/2022,29336910,CYANURIC CHLORIDE QUAL.F,0893016012,MEGHMANI INDUSTRIES LIMITED,"PLOT NO 25,26A,26B & 27 PHASE I,,G  IDC INDUSTRIAL ESTATE VATVA","AHMEDABAD,GUJARAT",382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,EVONIK OPERATIONS GMBH,NA,NA,NA,GERMANY,"15,000",KGS,1,"20,850",USD,115,"1,732,200","350,511",NA,NA,X-Bond Shipment
7242989,1/27/2022,29336910,CYANURIC CHLORIDE QUAL.F,0893016012,MEGHMANI INDUSTRIES LIMITED,"PLOT NO 25,26A,26B & 27 PHASE I,,G  IDC INDUSTRIAL ESTATE VATVA","AHMEDABAD,GUJARAT",382445,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,EVONIK OPERATIONS GMBH,NA,NA,NA,GERMANY,"15,000",KGS,1,"20,850",USD,115,"1,732,200","350,511",NA,NA,X-Bond Shipment
7264226,1/28/2022,29336910,CYANURIC ACID,0888008406,BODAL CHEMICALS LIMITED,"PLOT NO.123-124, PHASE - I  GIDC, VATVA Contact No: 91971299819",AHMEDABAD GUJARAT,382445,AHEMDABAD ICD (INSBI6),ICD,"HEBEI FUHUI WATER TREATMENT CO., LT",NA,NA,NA,CHINA,"100,000",KGS,1,"116,500",USD,102,"10,223,436","2,068,712",NA,NA,House Consumption
7261465,1/28/2022,29336990,CYANURIC CHLORIDE,0898002168,KHYATI CHEMICALS PVT LTD,"201-203, THE ONE42 BUILDING, 2ND FL  OPP. JAYANTILAL PARK BRTS, AMBALI-B",AHMEDABAD,380058,AHEMDABAD ICD (INSBI6),ICD,"HEBEI SHANLI CHEMICAL CO.,LTD.",NA,NA,NA,CHINA,"15,000",KGS,4,"57,225",USD,287,"4,309,043","871,935",NA,NA,House Consumption
7261699,1/28/2022,29336990,CYANURIC CHLORIDE,0898002168,KHYATI CHEMICALS PVT LTD,"201-203, THE ONE42 BUILDING, 2ND FL  OPP. JAYANTILAL PARK BRTS, AMBALI-B",AHMEDABAD,380058,AHEMDABAD ICD (INSBI6),ICD,HEBEI SHANLI CHEMICAL CO LTD,NA,NA,NA,CHINA,"30,000",KGS,4,"114,450",USD,287,"8,618,085","1,743,870",NA,NA,House Consumption
7287749,1/29/2022,29336990,CYANURIC CHLORIDE 99.5 % MIN,0888017031,JAY CHEMICAL INDUSTRIES PRIVATE LIMITED,JAY HOUSE PANCHWATI CIRCLE  AMBAWADI Contact No: 919099944187,AHMEDABAD,380006,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,M/S.YNNOVATE SANZHENG (YINGKOU) FIN,NA,NA,NA,CHINA,"18,000",KGS,4,"79,200",USD,331,"5,963,760","1,206,767",NA,NA,House Consumption
7288671,1/29/2022,29336990,CYANURIC CHLORIDE 99.5 % MIN,0888017031,JAY CHEMICAL INDUSTRIES PRIVATE LIMITED,JAY HOUSE PANCHWATI CIRCLE  AMBAWADI Contact No: 919099944187,AHMEDABAD,380006,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,M/S.YNNOVATE SANZHENG (YINGKOU) FIN,NA,NA,NA,CHINA,"18,000",KGS,4,"79,200",USD,331,"5,963,760","1,206,767",NA,NA,House Consumption
7310018,1/31/2022,29336990,CYANURIC CHLORIDE,0888017031,JAY CHEMICAL INDUSTRIES PRIVATE LIMITED,JAY HOUSE PANCHWATI CIRCLE  AMBAWADI Contact No: 919099944187,AHMEDABAD,380006,THAR DRY PORT ICD/AHMEDABAD GUJARAT ICD (INSAU6),ICD,M/S. HEBEI SHANLI CHEMICAL CO. LTD.,NA,NA,NA,CHINA,"36,000",KGS,2,"86,400",USD,181,"6,505,920","1,316,473",NA,NA,House Consumption
7332539,2/3/2022,29336910,CYANURIC ACID,0388084537,SUNSHIELD CHEMICALS LIMITED,"EQUINOX BUSINESS PARK, TOWER-4,  9TH FLOOR, UNIT NO. 903, LBS MARG.",KURLA WEST,400070,NHAVA SHEVA SEA (INNSA1),SEA,"SHANDONG WOLAN BIOLOGIC GROUP CO.,LTD.",NA,NA,NA,CHINA,40,MT,"1,525","61,000",USD,"114,833","4,593,300","929,454",NA,NA,House Consumption
